video_id,video_title,author,comment,likes,date
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@user-ku2db3zl4b,나는 피디님목소리거 너무 거슬림ㅠㅠ지금 재방보고있는데 하이톤에 너무 힘쓰는 목소리라 귀아파요...,3,2026-05-11T02:54:41Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@싯팔이,임대고 뭐고 니들이 런닝맨 피디하셈 그럼 걍 닥치고 봐라 런닝맨 끝물은 무슨 ㅋ ott 예능프로 1위인데 보기 싫으면 보지를 말던가,1,2026-05-11T02:52:46Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@HINA_CNV,그냥 런닝맨 임대제도 좀 그만 했으면 좋겠음 그럴 시간에 게임 퀄리티나 더 높이자..,14,2026-05-11T02:13:42Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@두둥탁두둥실,송지효 하차시키고  여자멤 새로뽑는게 더 분위기 좋어질거같음,17,2026-05-11T01:44:43Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@namulkong8224,지예은빼고 공명투입가자,5,2026-05-11T01:20:51Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@쭈꾸미-x7t,송지효는 진짜 좀 빼라,21,2026-05-11T01:01:15Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@underground84100,"짐종국에서 강형선피디님께서 임대멤버
공명님  추천했는데.
나는 공명님 임대멤버로 비추천 의견임
공명씨가 싫어서 비추천 아니라.
공명씨가 아닌 다른 연예인들이 런닝맨
임대멤버가 와도 비추천임.
처음 임대 멤버 였던 최다니엘님도 
소민이랑 게스트 나올때까지만하더라도
욕은 안먹었는데  임대멤버 되면서
욕이라는 욕은 엄청 먹었음.
정식멤버였던 소민이도 게스트로 나올때
욕안먹다가   정식멤버되고나서  소민이
sns와 동생분 sns 악플 DM하고 하차하라 DM까지 받은 일이 있어서.
공명씨든 누가 들어와도 욕하는사람들
있어 임대멤버는 반대임",10,2026-05-10T20:21:28Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@sungyoo6771,"아니 공명이든뭐든 또먹네,,
1년전부터 런닝맨 1화부터 다시보고있는데
진짜ㅈㄴ재밌음~ 요즘께 얼마나재미없으면
옛날께 ㅈㄴ재밌냐??
'걷지말고 뛰어라' 이거 잊은거냐??
그럴꺼면 프로그램 이름이나 바꿔라~
폐지해도 나쁘지않다 이제 정으로 보는것도
지친다 ..",6,2026-05-10T19:46:55Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@555-l6g,아니 멤버한명만 빼도 분위기 확 바뀔꺼같은데 새로뽑는다고 뭐가바뀌나?,28,2026-05-10T17:07:25Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@룰루랄라-i9e,오늘 너무 재밌었어요 얼른 다음 편도 보고싶어요ㅋㅋㅋㅋㅋ,1,2026-05-10T16:05:07Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@안구정화-e4j,공명님 임대멤버 비추해요...최다니엘처럼 개욕받이 자리에요~가끔 게스트로ㄱㄱ,36,2026-05-10T15:56:14Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@minenafr9768,아 제발 공명임대 조아요 진짜 공명을 더 오래볼스있잖아 이게외않되,5,2026-05-10T15:33:00Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@박성욱-q5k,"오늘방송도 재밌었어요 
채원빈 예능잘하네요 자주나왔으면 좋겠어요 또 불러주세요 
다음주도 기대할께요 본방사수예정 
5월 에스파 있지 컴백하면 런닝맨 꼭 출연했으면 좋겠어요 형선 pd님 인터뷰에서 언급도 하셨는데
800회 대기록 '런닝맨' PD ""멤버들 덕분…뷔·덱스·카리나 섭외하고파""
멤버들에게 언급은 많이 됐던 에스파 카리나 씨를 모시고 싶다""라고 말했다.
출처:뉴스1 800회 특집 인터뷰 중
올해는 에스파 있지 좀 꼭 섭외해주세요 
씨야 15년만에 컴백하는데 멤버들 런닝맨 좀 섭외해주세요",5,2026-05-10T15:08:55Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@감쟈-t5w,신혜선도 같이 나오지 ㅋㅋㅋㅋ,7,2026-05-10T14:41:37Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@채뤼포터,"양세찬님 훔치는건 좋은데, 너무 과도하게 많이 하는 거 같네요. 재미 있는 건 아는데, 혹시 몰라 15세 이상이더라도 아이들이 잘못 배울 까봐 그래서요. 뭐 제 개인적인 의견입니당, 저 충분히 욕하셔도 됩니당!",9,2026-05-10T14:05:28Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@유재진-n6c,"하나 부탁드리고 싶은건 예전 작가진들좀 다시 불러오는건 안 되나요? 지금피디님하고 예전 작가진들이 만든  에핑편,권은비편이 제일 재밌었는데",6,2026-05-10T13:49:44Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@크앙-x7d,박승규 바쁘네,4,2026-05-10T13:11:54Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@Wonbjuuuaa,공명개좋음,52,2026-05-10T13:09:52Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@따라라라-e4u,아직 확실히 임대하겠다 정해진것도 아니고 공명이 그당시 강훈처럼 인지도 낮은것도 아니고 지금 드라마 잘 되고있어서 굳이 할 것 같진않고 저거는 그냥 하도 김종국도 나오라하고 짐종국에서 전화도 연결하고 해서 한번 나가본거 아닌가? 벌써부터 걱정들이랑 기대를 하는건 ㅋㅋㅋ,116,2026-05-10T13:06:19Z
EjeHgVVkYR8,"[5월 17일 예고] 런닝맨 멤버들, ‘예비 임차인(?)’ 공명과 함께 본격 소비 전쟁♨",@HarperHenderson-d7e,"저는 그냥 새 인물 보는 걸 좋아해서
공명님이든 최다니엘님이던 다 좋네요!!!
배우한테 주둥이 잘 터는 재주는 기대하지 않아요.
비주얼 + 새 인물에게 말을 걸면 평소와 다른 대화가 나오니깐 그 부분만 있으면 충분하다고 느껴요!",2,2026-05-10T12:50:40Z
